region,suc,discipline,passers_2010,passers_2011,passers_2012,passers_total,takers_2010,takers_2011,takers_2012,takers_total
Ilocos,Don Mariano Marcos Memorial State University,Agricultural Engineering,1,4,4,9,14,17,10,41
Ilocos,Don Mariano Marcos Memorial State University,Agriculture,6,10,20,36,24,32,43,99
Ilocos,Don Mariano Marcos Memorial State University,Civil Engineering,-,0,0,0,-,1,1,2
Ilocos,Don Mariano Marcos Memorial State University,Criminology,-,-,0,0,-,-,1,1
Ilocos,Don Mariano Marcos Memorial State University,Electrical Engineering,22,43,42,107,92,87,104,283
Ilocos,Don Mariano Marcos Memorial State University,Forestry,0,0,2,2,1,4,2,7
Ilocos,Don Mariano Marcos Memorial State University,Guidance Counseling,0,4,3,7,1,5,5,11
Ilocos,Don Mariano Marcos Memorial State University,LET-Elementary,119,163,331,613,515,551,537,1603
Ilocos,Don Mariano Marcos Memorial State University,LET-Secondary,109,122,206,437,399,427,456,1282
Ilocos,Don Mariano Marcos Memorial State University,Mechanical Engineering,23,32,39,94,64,82,76,222
Ilocos,Don Mariano Marcos Memorial State University,Midwifery,30,33,29,92,92,58,51,201
Ilocos,Don Mariano Marcos Memorial State University,Nursing,70,65,57,192,124,105,116,345
Ilocos,Don Mariano Marcos Memorial State University,Veterinary Medicine,1,1,3,5,11,11,9,31
Ilocos,Don Mariano Marcos Memorial State University,Total,381,477,736,1594,1337,1380,1411,4128
Ilocos,Ilocos Sur Polytechnic State College,Agricultural Engineering,0,0,-,0,1,2,-,3
Ilocos,Ilocos Sur Polytechnic State College,Agriculture,1,6,3,10,15,21,12,48
Ilocos,Ilocos Sur Polytechnic State College,Fisheries Technology,0,0,-,0,4,2,-,6
Ilocos,Ilocos Sur Polytechnic State College,LET-Elementary,34,37,106,177,117,124,156,397
Ilocos,Ilocos Sur Polytechnic State College,LET-Secondary,17,20,38,75,115,120,129,364
Ilocos,Ilocos Sur Polytechnic State College,Total,52,63,147,262,252,269,297,818
Ilocos,Mariano Marcos State University,Accountancy,45,36,33,114,74,55,53,182
Ilocos,Mariano Marcos State University,Agricultural Engineering,5,2,0,7,8,16,12,36
Ilocos,Mariano Marcos State University,Agriculture,15,17,30,62,27,37,61,125
Ilocos,Mariano Marcos State University,Chemical Engineering,1,1,3,5,7,6,8,21
Ilocos,Mariano Marcos State University,Civil Engineering,27,34,44,105,43,44,65,152
Ilocos,Mariano Marcos State University,Electrical Engineering,22,19,25,66,53,30,53,136
Ilocos,Mariano Marcos State University,Electronics Engineering,15,26,22,63,39,39,37,115
Ilocos,Mariano Marcos State University,Fisheries Technology,0,4,0,4,6,11,4,21
Ilocos,Mariano Marcos State University,Forestry,1,2,-,3,2,5,-,7
Ilocos,Mariano Marcos State University,Guidance Counseling,1,1,1,3,2,1,1,4
Ilocos,Mariano Marcos State University,LET-Elementary,123,116,203,442,198,211,229,638
Ilocos,Mariano Marcos State University,LET-Secondary,94,131,186,411,294,346,371,1011
Ilocos,Mariano Marcos State University,Library Science,0,0,0,0,1,1,1,3
Ilocos,Mariano Marcos State University,Mechanical Engineering,18,15,15,48,21,19,20,60
Ilocos,Mariano Marcos State University,Nursing,255,261,249,765,314,299,270,883
Ilocos,Mariano Marcos State University,Pharmacy,53,60,82,195,92,91,130,313
Ilocos,Mariano Marcos State University,Physical Therapy,24,33,27,84,29,47,48,124
Ilocos,Mariano Marcos State University,Total,699,758,920,2377,1210,1258,1363,3831
Ilocos,North Luzon Philippines State College,Criminology,-,-,0,0,-,-,5,5
Ilocos,North Luzon Philippines State College,LET-Elementary,20,17,33,70,35,40,38,113
Ilocos,North Luzon Philippines State College,LET-Secondary,23,18,21,62,42,42,35,119
Ilocos,North Luzon Philippines State College,Midwifery,43,32,27,102,130,88,47,265
Ilocos,North Luzon Philippines State College,Total,86,67,81,234,207,170,125,502
Ilocos,Pangasinan State University,Accountancy,-,0,-,0,-,2,-,2
Ilocos,Pangasinan State University,Agricultural Engineering,-,-,5,5,-,-,7,7
Ilocos,Pangasinan State University,Agriculture,10,4,13,27,26,22,57,105
Ilocos,Pangasinan State University,Architecture,8,2,3,13,9,3,5,17
Ilocos,Pangasinan State University,Civil Engineering,22,20,10,52,32,44,33,109
Ilocos,Pangasinan State University,Criminology,-,0,-,0,-,1,-,1
Ilocos,Pangasinan State University,Electrical Engineering,9,19,17,45,23,20,23,66
Ilocos,Pangasinan State University,Fisheries Technology,2,10,6,18,9,24,23,56
Ilocos,Pangasinan State University,Guidance Counseling,0,1,4,5,1,2,5,8
Ilocos,Pangasinan State University,LET-Elementary,149,159,401,709,606,703,708,2017
Ilocos,Pangasinan State University,LET-Secondary,196,293,423,912,953,1065,1157,3175
Ilocos,Pangasinan State University,Library Science,0,0,0,0,2,3,2,7
Ilocos,Pangasinan State University,Marine Transportation,1,-,-,1,2,-,-,2
Ilocos,Pangasinan State University,Mechanical Engineering,13,16,9,38,20,19,11,50
Ilocos,Pangasinan State University,Nursing,33,40,34,107,46,55,42,143
Ilocos,Pangasinan State University,Nutrition and Dietetics,5,8,9,22,19,24,22,65
Ilocos,Pangasinan State University,Pharmacy,-,0,-,0,-,1,-,1
Ilocos,Pangasinan State University,Social Work,9,13,14,36,19,23,31,73
Ilocos,Pangasinan State University,Total,457,585,948,1990,1767,2011,2126,5904
Ilocos,University of Northern Philippines,Accountancy,17,19,22,58,20,23,25,68
Ilocos,University of Northern Philippines,Architecture,4,6,7,17,13,15,14,42
Ilocos,University of Northern Philippines,Civil Engineering,29,26,41,96,119,129,140,388
Ilocos,University of Northern Philippines,Criminology,101,155,158,414,319,364,455,1138
Ilocos,University of Northern Philippines,Geodetic Engineering,3,2,2,7,15,11,10,36
Ilocos,University of Northern Philippines,Guidance Counseling,1,2,2,5,1,4,4,9
Ilocos,University of Northern Philippines,Interior Design,0,-,-,0,1,-,-,1
Ilocos,University of Northern Philippines,LET-Elementary,24,37,65,126,92,101,93,286
Ilocos,University of Northern Philippines,LET-Secondary,26,37,68,131,116,147,139,402
Ilocos,University of Northern Philippines,Library Science,1,3,7,11,13,12,12,37
Ilocos,University of Northern Philippines,Medicine,10,7,2,19,19,17,12,48
Ilocos,University of Northern Philippines,Midwifery,220,171,118,509,425,371,204,1000
Ilocos,University of Northern Philippines,Nursing,378,378,317,1073,980,846,681,2507
Ilocos,University of Northern Philippines,Sanitary Engineering,-,0,-,0,-,2,-,2
Ilocos,University of Northern Philippines,Social Work,5,6,12,23,22,25,38,85
Ilocos,University of Northern Philippines,Total,819,849,821,2489,2155,2067,1827,6049
Ilocos,Ilocos,Total,2494,2799,3653,8946,6928,7155,7149,21232
Cagayan Valley,Batanes State College,Agriculture,3,2,2,7,13,9,5,27
Cagayan Valley,Batanes State College,LET-Elementary,3,6,9,18,9,15,11,35
Cagayan Valley,Batanes State College,LET-Secondary,0,4,5,9,3,29,22,54
Cagayan Valley,Batanes State College,Total,6,12,16,34,25,53,38,116
Cagayan Valley,Cagayan State University,Accountancy,8,14,11,33,13,20,14,47
Cagayan Valley,Cagayan State University,Agricultural Engineering,4,3,3,10,5,9,10,24
Cagayan Valley,Cagayan State University,Agriculture,10,13,15,38,38,43,68,149
Cagayan Valley,Cagayan State University,Chemical Engineering,3,8,7,18,8,13,18,39
Cagayan Valley,Cagayan State University,Chemistry,0,-,0,0,3,-,17,20
Cagayan Valley,Cagayan State University,Civil Engineering,28,19,35,82,46,47,62,155
Cagayan Valley,Cagayan State University,Criminology,39,32,64,135,55,38,76,169
Cagayan Valley,Cagayan State University,Customs Adm,0,-,-,0,1,-,-,1
Cagayan Valley,Cagayan State University,Electrical Engineering,12,21,12,45,32,31,15,78
Cagayan Valley,Cagayan State University,Electronics Engineering,4,8,32,44,22,23,43,88
Cagayan Valley,Cagayan State University,Fisheries Technology,4,4,6,14,8,10,18,36
Cagayan Valley,Cagayan State University,Guidance Counseling,6,7,3,16,10,13,5,28
Cagayan Valley,Cagayan State University,LET-Elementary,106,87,229,422,502,459,412,1373
Cagayan Valley,Cagayan State University,LET-Secondary,126,121,167,414,520,429,389,1338
Cagayan Valley,Cagayan State University,Marine Engineering,1,-,-,1,1,-,-,1
Cagayan Valley,Cagayan State University,Marine Transportation,1,-,1,2,1,-,1,2
Cagayan Valley,Cagayan State University,Medical Technology,11,35,2,48,12,37,2,51
Cagayan Valley,Cagayan State University,Medicine,13,13,18,44,20,16,20,56
Cagayan Valley,Cagayan State University,Veterinary Medicine,9,5,8,22,17,22,29,68
Cagayan Valley,Cagayan State University,Total,385,390,613,1388,1314,1210,1199,3723
Cagayan Valley,Isabela State University,Accountancy,7,15,27,49,27,26,39,92
Cagayan Valley,Isabela State University,Agricultural Engineering,3,2,6,11,21,4,14,39
Cagayan Valley,Isabela State University,Agriculture,12,20,33,65,62,79,139,280
Cagayan Valley,Isabela State University,Architecture,-,-,2,2,-,-,4,4
Cagayan Valley,Isabela State University,Chemical Engineering,0,1,1,2,2,4,4,10
Cagayan Valley,Isabela State University,Chemistry,-,-,0,0,-,-,1,1
Cagayan Valley,Isabela State University,Civil Engineering,32,27,34,93,55,53,67,175
Cagayan Valley,Isabela State University,Criminology,83,165,168,416,163,274,371,808
Cagayan Valley,Isabela State University,Electrical Engineering,6,8,14,28,16,12,18,46
Cagayan Valley,Isabela State University,Fisheries Technology,-,1,1,2,-,2,1,3
Cagayan Valley,Isabela State University,Forestry,2,5,8,15,9,12,24,45
Cagayan Valley,Isabela State University,LET-Elementary,65,61,240,366,497,453,476,1426
Cagayan Valley,Isabela State University,LET-Secondary,126,158,199,483,861,861,794,2516
Cagayan Valley,Isabela State University,Midwifery,21,30,20,71,29,40,41,110
Cagayan Valley,Isabela State University,Nursing,109,123,104,336,222,238,180,640
Cagayan Valley,Isabela State University,Veterinary Medicine,2,8,6,16,17,22,17,56
Cagayan Valley,Isabela State University,Total,468,624,863,1955,1981,2080,2190,6251
Cagayan Valley,Nueva Vizcaya State University,Agricultural Engineering,1,8,4,13,9,21,9,39
Cagayan Valley,Nueva Vizcaya State University,Agriculture,8,6,17,31,27,26,34,87
Cagayan Valley,Nueva Vizcaya State University,Civil Engineering,3,12,8,23,43,37,48,128
Cagayan Valley,Nueva Vizcaya State University,Electrical Engineering,4,10,11,25,19,23,18,60
Cagayan Valley,Nueva Vizcaya State University,Electronics Engineering,2,6,5,13,14,11,10,35
Cagayan Valley,Nueva Vizcaya State University,Fisheries Technology,0,0,-,0,1,2,-,3
Cagayan Valley,Nueva Vizcaya State University,Forestry,5,2,4,11,10,6,6,22
Cagayan Valley,Nueva Vizcaya State University,Geodetic Engineering,-,-,1,1,-,-,2,2
Cagayan Valley,Nueva Vizcaya State University,LET-Elementary,68,93,190,351,203,258,272,733
Cagayan Valley,Nueva Vizcaya State University,LET-Secondary,60,87,136,283,279,308,316,903
Cagayan Valley,Nueva Vizcaya State University,Mechanical Engineering,8,9,18,35,25,23,28,76
Cagayan Valley,Nueva Vizcaya State University,Midwifery,-,0,-,0,-,1,-,1
Cagayan Valley,Nueva Vizcaya State University,Veterinary Medicine,0,0,1,1,9,6,16,31
Cagayan Valley,Nueva Vizcaya State University,Total,159,233,395,787,639,722,759,2120
Cagayan Valley,Quirino State College,Agriculture,1,1,0,2,2,2,4,8
Cagayan Valley,Quirino State College,Criminology,14,25,21,60,26,44,44,114
Cagayan Valley,Quirino State College,LET-Elementary,5,11,49,65,90,73,84,247
Cagayan Valley,Quirino State College,LET-Secondary,10,22,20,52,48,67,58,173
Cagayan Valley,Quirino State College,Nutrition and Dietetics,3,2,4,9,5,17,12,34
Cagayan Valley,Quirino State College,Total,33,61,94,188,171,203,202,576
Cagayan Valley,Cagayan Valley,Total,1051,1320,1981,4352,4130,4268,4388,12786
Central Luzon,Aurora State College of Technology,Agriculture,2,4,6,12,7,10,11,28
Central Luzon,Aurora State College of Technology,Civil Engineering,5,9,8,22,19,34,24,77
Central Luzon,Aurora State College of Technology,Electrical Engineering,4,3,2,9,8,8,11,27
Central Luzon,Aurora State College of Technology,Fisheries Technology,-,-,0,0,-,-,1,1
Central Luzon,Aurora State College of Technology,Forestry,2,7,1,10,4,14,6,24
Central Luzon,Aurora State College of Technology,Guidance Counseling,-,-,0,0,-,-,1,1
Central Luzon,Aurora State College of Technology,LET-Elementary,9,22,18,49,23,35,23,81
Central Luzon,Aurora State College of Technology,LET-Secondary,8,13,12,33,19,31,33,83
Central Luzon,Aurora State College of Technology,Mechanical Engineering,2,3,1,6,3,6,2,11
Central Luzon,Aurora State College of Technology,Total,32,61,48,141,83,138,112,333
Central Luzon,Bataan Peninsula State University,Accountancy,29,25,27,81,65,95,103,263
Central Luzon,Bataan Peninsula State University,Agriculture,1,3,1,5,4,4,5,13
Central Luzon,Bataan Peninsula State University,Architecture,16,25,26,67,32,61,61,154
Central Luzon,Bataan Peninsula State University,Civil Engineering,20,24,25,69,60,64,70,194
Central Luzon,Bataan Peninsula State University,Electrical Engineering,11,35,26,72,34,60,50,144
Central Luzon,Bataan Peninsula State University,Electronics Engineering,9,29,31,69,26,80,86,192
Central Luzon,Bataan Peninsula State University,Guidance Counseling,0,0,1,1,1,1,2,4
Central Luzon,Bataan Peninsula State University,LET-Elementary,35,53,141,229,219,227,240,686
Central Luzon,Bataan Peninsula State University,LET-Secondary,99,136,172,407,347,421,386,1154
Central Luzon,Bataan Peninsula State University,Mechanical Engineering,21,46,53,120,49,62,75,186
Central Luzon,Bataan Peninsula State University,Midwifery,35,26,17,78,52,44,32,128
Central Luzon,Bataan Peninsula State University,Nursing,507,541,336,1384,1517,1431,863,3811
Central Luzon,Bataan Peninsula State University,Total,783,943,856,2582,2406,2550,1973,6929
Central Luzon,Bulacan Agricultural State College,Accountancy,0,-,-,0,1,-,-,1
Central Luzon,Bulacan Agricultural State College,Agricultural Engineering,2,2,1,5,2,4,3,9
Central Luzon,Bulacan Agricultural State College,Agriculture,1,5,5,11,6,11,13,30
Central Luzon,Bulacan Agricultural State College,Geodetic Engineering,2,3,2,7,2,3,3,8
Central Luzon,Bulacan Agricultural State College,LET-Elementary,24,18,59,101,105,96,95,296
Central Luzon,Bulacan Agricultural State College,LET-Secondary,20,17,35,72,79,67,71,217
Central Luzon,Bulacan Agricultural State College,Total,49,45,102,196,195,181,185,561
Central Luzon,Bulacan State University,Architecture,49,67,38,154,82,121,89,292
Central Luzon,Bulacan State University,Civil Engineering,65,69,75,209,136,158,167,461
Central Luzon,Bulacan State University,Criminology,-,12,36,48,-,16,52,68
Central Luzon,Bulacan State University,Electrical Engineering,17,39,46,102,93,68,89,250
Central Luzon,Bulacan State University,Electronics Engineering,63,98,121,282,236,225,237,698
Central Luzon,Bulacan State University,Environmental Planning,0,-,-,0,1,-,-,1
Central Luzon,Bulacan State University,Guidance Counseling,2,2,0,4,2,4,2,8
Central Luzon,Bulacan State University,LET-Elementary,116,118,306,540,516,485,493,1494
Central Luzon,Bulacan State University,LET-Secondary,266,313,346,925,868,954,875,2697
Central Luzon,Bulacan State University,Library Science,2,2,1,5,9,7,5,21
Central Luzon,Bulacan State University,Marine Engineering,1,-,-,1,1,-,-,1
Central Luzon,Bulacan State University,Mechanical Engineering,62,59,62,183,99,86,91,276
Central Luzon,Bulacan State University,Nursing,308,287,248,843,450,442,434,1326
Central Luzon,Bulacan State University,Total,951,1066,1279,3296,2493,2566,2534,7593
Central Luzon,Central Luzon State University,Accountancy,51,22,35,108,79,41,50,170
Central Luzon,Central Luzon State University,Agricultural Engineering,6,5,11,22,12,8,14,34
Central Luzon,Central Luzon State University,Agriculture,67,61,64,192,120,134,132,386
Central Luzon,Central Luzon State University,Chemistry,10,8,6,24,25,16,14,55
Central Luzon,Central Luzon State University,Civil Engineering,24,26,44,94,59,43,91,193
Central Luzon,Central Luzon State University,Environmental Planning,-,-,0,0,-,-,1,1
Central Luzon,Central Luzon State University,Fisheries Technology,5,8,6,19,21,25,13,59
Central Luzon,Central Luzon State University,Guidance Counseling,1,0,3,4,2,1,5,8
Central Luzon,Central Luzon State University,LET-Elementary,69,84,116,269,152,171,154,477
Central Luzon,Central Luzon State University,LET-Secondary,69,109,176,354,302,342,381,1025
Central Luzon,Central Luzon State University,Veterinary Medicine,20,30,32,82,42,47,58,147
Central Luzon,Central Luzon State University,Total,322,353,493,1168,814,828,913,2555
Central Luzon,Don Honorio Ventura Technological State University,Architecture,9,38,27,74,28,94,77,199
Central Luzon,Don Honorio Ventura Technological State University,Civil Engineering,36,32,40,108,79,75,87,241
Central Luzon,Don Honorio Ventura Technological State University,Electrical Engineering,12,18,13,43,41,41,45,127
Central Luzon,Don Honorio Ventura Technological State University,Electronics Engineering,11,24,40,75,34,50,60,144
Central Luzon,Don Honorio Ventura Technological State University,Environmental Planning,-,-,0,0,-,-,1,1
Central Luzon,Don Honorio Ventura Technological State University,LET-Elementary,25,45,103,173,74,121,145,340
Central Luzon,Don Honorio Ventura Technological State University,LET-Secondary,47,72,112,231,247,280,341,868
Central Luzon,Don Honorio Ventura Technological State University,Mechanical Engineering,32,32,38,102,53,59,73,185
Central Luzon,Don Honorio Ventura Technological State University,Total,172,261,373,806,556,720,829,2105
Central Luzon,Nueva Ecija University of Science and Technology,Agriculture,-,2,0,2,-,11,11,22
Central Luzon,Nueva Ecija University of Science and Technology,Architecture,11,9,15,35,30,34,43,107
Central Luzon,Nueva Ecija University of Science and Technology,Chemistry,0,0,0,0,3,7,7,17
Central Luzon,Nueva Ecija University of Science and Technology,Civil Engineering,44,28,30,102,133,131,154,418
Central Luzon,Nueva Ecija University of Science and Technology,Criminology,-,-,21,21,-,-,26,26
Central Luzon,Nueva Ecija University of Science and Technology,Electrical Engineering,17,11,25,53,75,70,57,202
Central Luzon,Nueva Ecija University of Science and Technology,LET-Elementary,35,42,211,288,192,250,335,777
Central Luzon,Nueva Ecija University of Science and Technology,LET-Secondary,96,148,186,430,958,1065,894,2917
Central Luzon,Nueva Ecija University of Science and Technology,Mechanical Engineering,11,15,14,40,38,39,50,127
Central Luzon,Nueva Ecija University of Science and Technology,Midwifery,2,-,-,2,2,-,-,2
Central Luzon,Nueva Ecija University of Science and Technology,Nursing,295,305,207,807,761,809,576,2146
Central Luzon,Nueva Ecija University of Science and Technology,Total,511,560,709,1780,2192,2416,2153,6761
Central Luzon,Pampanga Agricultural College,Agricultural Engineering,7,2,2,11,13,4,7,24
Central Luzon,Pampanga Agricultural College,Agriculture,4,6,2,12,12,15,8,35
Central Luzon,Pampanga Agricultural College,Forestry,0,-,-,0,1,-,-,1
Central Luzon,Pampanga Agricultural College,LET-Elementary,36,60,125,221,127,159,182,468
Central Luzon,Pampanga Agricultural College,LET-Secondary,25,50,93,168,119,165,243,527
Central Luzon,Pampanga Agricultural College,Veterinary Medicine,2,5,5,12,9,9,9,27
Central Luzon,Pampanga Agricultural College,Total,74,123,227,424,281,352,449,1082
Central Luzon,Philippine Merchant Marine Academy,Marine Engineering,30,68,72,170,37,71,83,191
Central Luzon,Philippine Merchant Marine Academy,Marine Transportation,26,11,61,98,42,16,77,135
Central Luzon,Philippine Merchant Marine Academy,Total,56,79,133,268,79,87,160,326
Central Luzon,Ramon Magsaysay Technological University,Accountancy,2,5,10,17,11,13,21,45
Central Luzon,Ramon Magsaysay Technological University,Agricultural Engineering,-,0,0,0,-,1,1,2
Central Luzon,Ramon Magsaysay Technological University,Agriculture,2,2,0,4,7,4,4,15
Central Luzon,Ramon Magsaysay Technological University,Civil Engineering,7,8,9,24,11,14,17,42
Central Luzon,Ramon Magsaysay Technological University,Electrical Engineering,6,12,14,32,10,16,16,42
Central Luzon,Ramon Magsaysay Technological University,LET-Elementary,27,30,73,130,113,125,118,356
Central Luzon,Ramon Magsaysay Technological University,LET-Secondary,35,42,64,141,216,229,201,646
Central Luzon,Ramon Magsaysay Technological University,Mechanical Engineering,6,3,7,16,12,11,10,33
Central Luzon,Ramon Magsaysay Technological University,Nursing,64,85,45,194,258,232,160,650
Central Luzon,Ramon Magsaysay Technological University,Total,149,187,222,558,638,645,548,1831
Central Luzon,Tarlac College of Agriculture,Agricultural Engineering,4,1,1,6,10,6,5,21
Central Luzon,Tarlac College of Agriculture,Agriculture,1,4,6,11,8,12,16,36
Central Luzon,Tarlac College of Agriculture,Forestry,-,0,0,0,-,4,3,7
Central Luzon,Tarlac College of Agriculture,Geodetic Engineering,8,5,3,16,13,11,12,36
Central Luzon,Tarlac College of Agriculture,LET-Elementary,34,39,107,180,112,118,141,371
Central Luzon,Tarlac College of Agriculture,LET-Secondary,15,18,25,58,75,70,90,235
Central Luzon,Tarlac College of Agriculture,Veterinary Medicine,4,8,3,15,36,25,24,85
Central Luzon,Tarlac College of Agriculture,Total,66,75,145,286,254,246,291,791
Central Luzon,Tarlac State University,Accountancy,47,17,43,107,78,42,81,201
Central Luzon,Tarlac State University,Architecture,8,16,17,41,29,41,62,132
Central Luzon,Tarlac State University,Chemistry,3,5,5,13,11,14,12,37
Central Luzon,Tarlac State University,Civil Engineering,20,23,20,63,59,66,48,173
Central Luzon,Tarlac State University,Electrical Engineering,3,27,28,58,50,54,49,153
Central Luzon,Tarlac State University,Electronics Engineering,10,16,21,47,59,57,42,158
Central Luzon,Tarlac State University,Guidance Counseling,3,5,3,11,3,10,8,21
Central Luzon,Tarlac State University,LET-Elementary,36,90,241,367,394,419,437,1250
Central Luzon,Tarlac State University,LET-Secondary,70,81,154,305,324,333,393,1050
Central Luzon,Tarlac State University,Mechanical Engineering,8,13,18,39,12,21,20,53
Central Luzon,Tarlac State University,Midwifery,1,-,-,1,1,-,-,1
Central Luzon,Tarlac State University,Nursing,146,165,104,415,278,258,176,712
Central Luzon,Tarlac State University,Total,355,458,654,1467,1298,1315,1328,3941
Central Luzon,Central Luzon,Total,3520,4211,5241,12972,11289,12044,11475,34808
CALABARZON,Batangas State University,Accountancy,24,10,39,73,38,17,46,101
CALABARZON,Batangas State University,Agriculture,4,6,3,13,5,8,8,21
CALABARZON,Batangas State University,Architecture,24,17,24,65,46,37,42,125
CALABARZON,Batangas State University,Chemical Engineering,14,5,27,46,43,28,68,139
CALABARZON,Batangas State University,Chemistry,1,1,1,3,4,8,9,21
CALABARZON,Batangas State University,Civil Engineering,27,31,37,95,59,63,77,199
CALABARZON,Batangas State University,Criminology,12,28,39,79,25,63,110,198
CALABARZON,Batangas State University,Customs Adm,11,21,9,41,16,22,11,49
CALABARZON,Batangas State University,Electrical Engineering,22,53,61,136,76,84,85,245
CALABARZON,Batangas State University,Electronics Engineering,23,56,47,126,72,95,67,234
CALABARZON,Batangas State University,Fisheries Technology,-,0,1,1,-,1,3,4
CALABARZON,Batangas State University,Forestry,0,1,0,1,1,1,1,3
CALABARZON,Batangas State University,Interior Design,0,-,2,2,1,-,3,4
CALABARZON,Batangas State University,LET-Elementary,35,42,170,247,223,265,277,765
CALABARZON,Batangas State University,LET-Secondary,64,112,152,328,311,354,419,1084
CALABARZON,Batangas State University,Library Science,-,0,0,0,-,2,2,4
CALABARZON,Batangas State University,Marine Engineering,0,-,0,0,3,-,1,4
CALABARZON,Batangas State University,Marine Transportation,2,3,2,7,4,3,3,10
CALABARZON,Batangas State University,Mechanical Engineering,119,110,147,376,119,114,150,383
CALABARZON,Batangas State University,Midwifery,-,0,-,0,-,1,-,1
CALABARZON,Batangas State University,Nursing,99,83,91,273,320,285,189,794
CALABARZON,Batangas State University,Nutrition and Dietetics,2,1,-,3,2,1,-,3
CALABARZON,Batangas State University,Sanitary Engineering,1,1,7,9,3,3,10,16
CALABARZON,Batangas State University,Total,484,581,859,1924,1371,1455,1581,4407
CALABARZON,Cavite State University,Accountancy,10,7,15,32,12,23,24,59
CALABARZON,Cavite State University,Agricultural Engineering,0,3,4,7,1,6,15,22
CALABARZON,Cavite State University,Agriculture,10,8,12,30,13,14,14,41
CALABARZON,Cavite State University,Architecture,-,-,1,1,-,-,3,3
CALABARZON,Cavite State University,Chemistry,0,-,0,0,3,-,1,4
CALABARZON,Cavite State University,Civil Engineering,8,8,11,27,44,36,36,116
CALABARZON,Cavite State University,Criminology,3,11,3,17,4,12,6,22
CALABARZON,Cavite State University,Electrical Engineering,3,3,8,14,12,6,12,30
CALABARZON,Cavite State University,Electronics Engineering,8,3,8,19,18,12,17,47
CALABARZON,Cavite State University,Fisheries Technology,5,1,2,8,15,4,12,31
CALABARZON,Cavite State University,LET-Elementary,22,16,29,67,56,63,44,163
CALABARZON,Cavite State University,LET-Secondary,91,104,191,386,433,479,531,1443
CALABARZON,Cavite State University,Library Science,1,-,0,1,2,-,1,3
CALABARZON,Cavite State University,Medical Technology,6,8,21,35,9,10,22,41
CALABARZON,Cavite State University,Midwifery,18,26,20,64,27,33,22,82
CALABARZON,Cavite State University,Nursing,85,167,141,393,115,209,182,506
CALABARZON,Cavite State University,Veterinary Medicine,5,8,2,15,19,22,11,52
CALABARZON,Cavite State University,Total,275,373,468,1116,783,929,953,2665
CALABARZON,Laguna State Polytechnic University,Agricultural Engineering,2,1,0,3,6,2,4,12
CALABARZON,Laguna State Polytechnic University,Agriculture,1,3,6,10,6,16,22,44
CALABARZON,Laguna State Polytechnic University,Civil Engineering,17,14,7,38,44,24,34,102
CALABARZON,Laguna State Polytechnic University,Criminology,-,-,0,0,-,-,1,1
CALABARZON,Laguna State Polytechnic University,Electrical Engineering,3,10,14,27,15,16,25,56
CALABARZON,Laguna State Polytechnic University,Electronics Engineering,5,6,21,32,65,52,71,188
CALABARZON,Laguna State Polytechnic University,Fisheries Technology,0,4,3,7,4,7,15,26
CALABARZON,Laguna State Polytechnic University,Guidance Counseling,0,0,0,0,4,4,2,10
CALABARZON,Laguna State Polytechnic University,LET-Elementary,46,59,173,278,203,242,268,713
CALABARZON,Laguna State Polytechnic University,LET-Secondary,165,198,307,670,1062,1004,1062,3128
CALABARZON,Laguna State Polytechnic University,Library Science,-,0,0,0,-,1,1,2
CALABARZON,Laguna State Polytechnic University,Mechanical Engineering,5,12,12,29,15,18,20,53
CALABARZON,Laguna State Polytechnic University,Midwifery,-,-,0,0,-,-,1,1
CALABARZON,Laguna State Polytechnic University,Nursing,2,16,32,50,11,26,40,77
CALABARZON,Laguna State Polytechnic University,Nutrition and Dietetics,3,1,4,8,9,8,14,31
CALABARZON,Laguna State Polytechnic University,Sanitary Engineering,0,-,-,0,1,-,-,1
CALABARZON,Laguna State Polytechnic University,Total,249,324,579,1152,1445,1420,1580,4445
CALABARZON,Southern Luzon State University,Accountancy,33,40,50,123,61,82,87,230
CALABARZON,Southern Luzon State University,Agriculture,15,18,22,55,50,60,70,180
CALABARZON,Southern Luzon State University,Civil Engineering,17,22,19,58,48,61,63,172
CALABARZON,Southern Luzon State University,Electrical Engineering,16,35,34,85,37,51,59,147
CALABARZON,Southern Luzon State University,Electronics Engineering,8,22,44,74,48,57,72,177
CALABARZON,Southern Luzon State University,Fisheries Technology,-,0,1,1,-,2,7,9
CALABARZON,Southern Luzon State University,Forestry,5,6,2,13,10,12,7,29
CALABARZON,Southern Luzon State University,LET-Elementary,78,119,259,456,180,268,311,759
CALABARZON,Southern Luzon State University,LET-Secondary,114,117,203,434,343,357,402,1102
CALABARZON,Southern Luzon State University,Mechanical Engineering,27,28,39,94,45,41,50,136
CALABARZON,Southern Luzon State University,Midwifery,42,3,13,58,58,9,14,81
CALABARZON,Southern Luzon State University,Nursing,196,197,209,602,217,238,240,695
CALABARZON,Southern Luzon State University,Total,551,607,895,2053,1097,1238,1382,3717
CALABARZON,University of Rizal System,Accountancy,5,5,5,15,26,31,41,98
CALABARZON,University of Rizal System,Agricultural Engineering,0,0,0,0,3,2,1,6
CALABARZON,University of Rizal System,Agriculture,2,1,2,5,8,6,8,22
CALABARZON,University of Rizal System,Civil Engineering,13,16,19,48,28,31,44,103
CALABARZON,University of Rizal System,Electrical Engineering,3,7,6,16,17,8,9,34
